Coding:Level1,Coding:Level2,message
Community,Community: Thanks,"['Audio', 'played', 'everyday', 'Radio', 'Karakol', '106.5', 'FM', 'Thank', 'Brian', 'Hilton', 'lending', 'us', 'voice', 'USAID', 'Estereo', 'Karakol']"
Community,Community: Reply,"['Yes', 'BICA']"
Community,Community: Reply,"['If', 'asking', 'audio', 'made', 'radio', 'made', 'used', '3', 'islands', 'It', 'still', 'brought', 'RMP', 'USAID', 'could', 'call', 'BICA', 'Utila', 'UMA', 'Guanaja']"
Community,Community: Reply,"['Sure', '2445-3117']"
Information,Information,"['A', 'local', 'beach', 'southside', 'island', 'taken', 'beach', 'cleanup']"
Information,Information,"['Will', 'post', 'photos', 'tomorrow']"
Action,Action: Promo,"['Teams', 'checking', 'scavenger', 'hunt', 'items']"
Information,Information,"['We', 'still', 'waiting', 'truck', 'pick', 'trash', 'Apparently', 'dump', 'truck', 'make', 'We', 'hope', 'someone', 'make', 'tomorrow', 'morning', 'rain', 'starts']"
Community,Community: Reply,"['Grace', 'Scott', 'send', 'us', 'message', 'time', 'work', 'something', 'Thanks']"
Community,Community: Reply,"['Hello', 'everyone', 'thanks', 'comments', 'We', 'patrols', 'day', 'also', 'strategic', 'night', 'land', 'others', 'sea', 'We', 'try', 'change', 'strategies', 'believe', 'poachers', 'creative', 'always', 'find', 'new', 'ways', 'activities', 'Our', 'rangers', 'normally', 'soon', 'capture', 'live', 'organisms', 'free', 'around', 'area', 'got', 'case', 'position', 'Director', 'coordinator', 'patrols', 'seeing', 'different', 'methods', 'used', 'I', 'asked', 'ranger', 'bring', 'West', 'End', 'I', 'could', 'inspect', 'animals', 'take', 'pictures', 'bag', 'write', 'adequate', 'report', 'I', 'decided', 'release', 'Half', 'Moon', 'Bay', 'avoid', 'stress', 'Now', 'I', 'want', 'clear', 'common', 'approach', 'believe', 'releasing', 'close', 'area', 'found', 'spread', 'time', 'move', 'popular', 'poaching', 'sites', 'find', 'site', 'insure', 'survival', 'I', 'ask', 'community', 'report', 'cases', 'us', 'also', 'make', 'sure', 'poaches', 'come', 'close', 'beach', 'let', 'know', 'wont', 'tolerate', 'activities', 'Only', 'together', 'make', 'difference', 'RMP', 'main', 'objective', 'preserving', 'Islands', 'treasures', 'work', 'hard', 'achieve', 'Thank', 'You', 'understanding', 'great', 'job', 'ranger', 'found', 'bags', 'conch']"
Information,Information,"['We', 'strong', 'protocols', 'always', 'revised', 'DIGEPESCA', 'think', 'important', 'rescued', 'Conch', 'alive', 'mentioned', '95', '%', 'time', 'release', 'sorrounding', 'mangers', 'biologist', 'qe', 'creat', 'strategies', 'fir', 'reasons', 'move', 'way', 'take', 'resources', 'one', 'site', 'another']"
Community,Community: Reply,"['No', 'sorry', 'We', 'adrenaline', 'would', 'help']"
Information,Information,"['Thanks', 'concern', 'We', 'observing', 'activity', 'ready', 'new', 'us', 'Now', 'link', 'says', 'working', 'regulations', 'States', 'imagine', 'none', 'We', 'approached', 'owner/instructor', 'expressed', 'main', 'concern', 'safety', 'activity', 'This', 'done', 'navigation', 'area', 'West', 'Bay', 'Environmentally', 'risk', 'turtle', 'grass', 'I', 'seeing', 'stays', 'within', 'sand', 'patch', 'We', 'expressed', 'needs', 'stay', 'away', 'coral', 'reef']"
Information,Information,"['Unfortunately', 'everyone', 'affected', 'climate', 'change']"
Community,Community: Reply,"['Vintage', 'Pearl', 'also', 'confirmed', 'joining']"
Community,Community: AckCurrentEvent,"['Caribbean', 'Cup', 'Opening', 'Ceremony', 'Lionfish', 'Cook-off', '\\nAre', 'hungry', 'big', 'fat', 'juicy', 'hunk', 'lionfish', 'Well', 'want', '\\nDon\\u2019t', 'miss', '\\n\\n6PM', 'May', '24th', 'San', 'Simon', 'West', 'Bay\\nFirst', 'come', 'first', 'serve', '\\n\\nWe', 'best', 'restaurants', 'island', 'participating', 'coveted', 'award', 'best', 'lionfish', '\\nTry', 'one', 'try', 'Tickets', 'start', '$', '2', '\\n\\nWe', 'proud', 'announce', 'restaurants', 'year', 'members', '\\nBay', 'Islands', 'Responsible', 'Seafood', 'Guide', '\\nCome', 'taste', 'cuisine', 'Cannibal', 'Caf\\xe9', 'Buena', 'Vida', 'Turquoise', 'Bay', 'reigning', 'champs', 'Mayan', 'Princess', 'among', 'others']"
Community,Community: Reply,"['You', 'get', 'lionfish', 'members', 'The', 'Bay', 'Islands', 'Responsible', 'Seafood', 'Guide', 'In', 'West', 'End', 'Coconut', 'Tree', 'Earthmama', 'Blue', 'Marlin', 'Cafe', 'Escondido', 'menus', 'right']"
Information,Information,"['They', 'actually', 'recognize', 'RMP', 'strategies', 'done', 'thru', 'years', 'exact', 'reason', 'invited', 'part', 'regional', 'committee', 'build', 'apply', 'strategies', 'experts']"
Information,Information,"['Chubby', 'Hubby']"
Information,Information,"['Diamonds', 'International', 'Honduras']"
Community,Community: Reply,"['Thank', 'Ian', 'Drysdale', 'beautiful', 'shot', 'Cordelia']"
Information,Information,"['Update', 'requirements', '\\nThe', 'photos', 'must', '8.5', '11', 'inches', 'submitted', '\\nWe', 'prefer', 'watermarks', 'logos', '\\nEach', 'file', 'name', 'must', 'include', 'photographer', 'name', 'category', 'title', 'dive', 'site', 'taken', '\\nEach', 'file', 'must', 'submitted', 'JPEG.\\n\\n', 'If', 'files', 'submitted', 'according', 'guidelines', 'accepted', 'And', 'prevent', 'confusion', 'category', '``', 'Reef', 'life', 'Behaviour', ""''"", 'fish', 'Marine', 'inhabitant', 'BEHAVIOUR', 'feeding', 'mating', 'laying', 'eggs', 'territorial', 'displays', 'etc', 'specific', 'reef', 'entire', 'underwater', 'world']"
Community,Community: Reply,"['Whoa', 'Deba', 'Matherne', '\\nWe', 'shared', 'structure', 'use', 'plastic', 'bottles', '\\nPlease', 'excuse', 'article', 'write', '\\nYou', 'deny', 'however', 'great', 'use', 'never', 'ending', 'material']"
Community,Community: Reply,"['Deba', 'Matherne', 'The', 'facilities', 'available', 'Roatan', 'cater', 'PET', '1', 'bottles', 'drink', 'cans', 'return', 'bottles', 'aluminum', 'cans', 'little', '\\n\\nPlease', 'forget', 'Honduras', 'way', 'advanced', 'US', 'matter', 'many', 'years', 'ago', 'began', 'gathering', 'bottles', 'pocket', 'change', '\\n\\nWe', 'still', 'developing', 'country', 'develop', 'must', '\\n\\nHopefully', 'imagine', 'hard', 'must', 'collect', 'recyclables', 'pennies', 'pound', 'safe', 'place', 'sleep', 'night', 'These', 'structures', 'would', 'provide', 'sanctuary', 'many', 'people', 'US', 'might', 'see', 'viable', 'option', 'worldwide', 'people', 'suffering', 'due', 'lack', 'basic', 'human', 'rights', '\\n\\nBrain', 'surgery', 'common', 'sense', 'would', 'tell', 'great', 'option', 'many', 'people', 'especially', 'countries', 'recycling', 'even', 'option']"
Action,Action: Donate,"['Hi', 'Sheila', 'Chastain', 'membership', 'program', 'people', 'name', 'dive', 'site', 'For', '$', '1,000', 'donation', 'choose', 'location', 'site', 'new', 'dive', 'site', 'anywhere', 'around', 'island']"
Community,Community: Reply,"['Donna', 'Pieracini', 'It', 'already', 'dremmeled', 'Small', 'letters']"
Community,Community: Reply,"['Laurence', 'Hegarty', 'Hopefully', 'none', '\\nWe', 'ask', 'EVERYONE', 'pays', 'user', 'fee', 'receive', 'bracelet', 'tag', '\\nIf', 'offered', 'please', 'ask']"
Community,Community: Reply,"['We', 'also', 'waiting', 'photo', 'Shel', 'Thomas']"
Information,Information,"['That', 'black', 'grouper']"
Information,Information,"['Please', 'click', 'photo', 'info']"
Community,Community: Reply,"['Good', 'question', 'Alex', 'Harper-Brown', 'Let', 'ask', 'printers', 'get', 'back']"
Action,Action: Donate,"['We', 'also', 'looking', 'vinyl', 'type', 'materials']"
Community,Community: Reply,"['That', 'great', 'Jacques', 'Send', 'email', 'christianne.etches', 'gmail.com', 'talk']"
Community,Community: Reply,"['Great', 'Questions', '\\nAny', 'photo', 'long', 'marine', 'based', 'submitted', 'Artistic', 'category', 'It', 'open', 'let', 'creative', 'juices', 'flow', '\\nYou', 'also', 'submit', 'many', 'like', 'either', 'one', 'bonus', 'categories', '\\nThe', 'Reef', 'Life', 'Behaviour', 'category', 'thought', 'outlet', 'anything', 'fit', 'Reef', 'Scene', 'category', 'happens', 'around', 'Coral', 'Reef', 'So', 'easier', 'think', '\\u201cportrait', 'behaviour\\u201d', 'category', 'that\\u2019s', 'fine', '\\nSizes', 'asked', 'kept', 'letter', 'size', '8.5\\u201d', 'x', '11\\u201d', 'Png', 'Jpg', 'Tif', '\\nBest', 'Find', 'judged', 'always', 'popular', 'vote', 'We', 'open', 'LIKES', 'submissions']"
Information,Information,"['The', 'best', 'find', 'favourite', 'category', 'As', 'said', 'last', 'year', 'needs', 'determined', 'popular', 'photographer', 'much', 'great', 'find', 'photo', 'However', 'favourite', 'category', 'favourite', 'many', 'members', 'followers', '\\n\\nSo', 'decided', 'Best', 'Find', 'photos', 'initially', 'judged', 'RMP', 'Staff', 'top', 'picks', 'opened', 'LIKES', '\\n\\nAs', 'many', 'photos', 'submitted', '6', 'photos', 'normal', 'categories', '2', 'per', 'category', 'You', 'submit', 'many', '\\nyou', 'like', 'Bonus', 'categories', 'without', 'limitation']"
Community,Community: Reply,"['Betty', 'Lopez', 'Anna', 'Samud', 'trying', 'submit', 'photos', 'please', 'send', 'photosrmp', 'gmail.com', 'label', 'one', 'Photographer', 'name', 'Photo', 'name', 'Photo', 'location', 'category', 'These', 'late', 'submission', 'accepted', 'Please', 'submit', 'later', 'tomorrow']"
Community,Community: Reply,"['The', 'Odyssey', 'North', 'Side']"
Community,Community: Reply,"['It', 'sure']"
Information,Information,"['We', 'giving', 'photographer', 'names', 'want', 'judging', 'objective', 'By', 'end', 'July', 'judging', 'completed', 'happy', 'share', 'info']"
Information,Information,"['It', 'Mithrax', 'genus', 'mistaken', 'forceps', 'Colour', 'Variation', 'Red-Ridged', 'Clinging', 'Crab']"
Information,Information,"['They', 'actually', 'much', 'prettier', 'people', 'give', 'credit', 'Those', 'bright', 'blue', 'lines', 'gorgeous']"
Community,Community: Reply,"['In', 'front', 'Tranquil', 'Seas', 'know']"
Action,Action: Volunteer,"['Please', 'note', 'photos', 'people', 'stepping', 'coral', 'taken', 'RMP', 'volunteer', 'water', 'education', 'snorkelers', 'receive', 'environmental', 'briefing', 'heading', 'water', 'We', 'require', 'photos', 'incidents', 'write', 'incident', 'reports', 'volunteer', 'impact', 'park', 'The', 'photos', 'show', 'matter', 'always', 'needs', 'done', 'We', 'constantly', 'looking', 'volunteers', 'help', 'Beach', 'Patrols', 'Environmental', 'Awareness', 'especially', 'cruiseship', 'days', 'If', 'appalled', 'photos', 'please', 'come', 'RMP', 'next', 'visit', 'donate', 'couple', 'hours', 'beach', 'patrol', 'The', 'reef', 'needs', 'help', 'everyday', 'occurrence']"
Information,Information,"['Hole', 'wall']"
Community,Community: Reply,"['Thanks', 'Dian', 'Lynn', '2015', 'shaping', 'great', 'calendar']"
Action,Action: Promo,"['NEW', 'EXTENDED', 'DEADLINE', 'JULY', '15TH']"
Action,Action: Promo,"['GET', 'YOUR', 'PHOTOS', 'IN', 'TODAY']"
Action,Action: Promo,"['Si', 'Ariel', 'estoy', 'bajandolas', 'ahorita', 'ma\\xf1ana', 'te', 'confirmo', 'sus', 'submissons']"
Action,Action: Join,[]
Information,Information,"['We', 'posting', 'summary', 'last', 'month', 'accounts', 'facebook', 'page', 'next', 'days']"
Community,Community: Reply,"['We', 'agree', 'photo', 'horrific', 'showcases', 'need', 'education', 'This', 'photo', 'taken', 'volunteer', 'water', 'educated', 'tourists', 'failed', 'receive', 'environmental', 'briefing', 'We', 'require', 'volunteers', 'take', 'photos', 'use', 'incident', 'reports', 'proof', 'liability', 'train', 'snorkel', 'leaders']"
Action,Action: Volunteer,"['We', 'always', 'looking', 'volunteers', 'make', 'sure', 'happen', 'It', 'daily', 'reality', 'coral', 'reefs', 'Please', 'contact', 'Christi', 'interested', 'volunteering', 'us']"
Community,Community: Reply,"['Great', 'idea']"
Community,Community: Reply,"['You', 'receive', 'confirmation', 'email', 'tonight', 'Thanks', 'submission']"
Community,Community: Reply,"['Where', 'submit', 'photos', 'I', 'receive', 'email', 'Please', 'email', 'submissions', 'photosrmp', 'gmail.com', '\\nThanks', 'Christi']"
Community,Community: Thanks,"['We', 'received', '300', 'submissions', 'year', '8', 'categories', 'Thank', 'much', 'constant', 'support']"
Community,Community: Reply,"['We', 'post', 'guidelines', 'You', 'able', 'like', 'many', 'want', 'fb', 'let', 'like', 'photo']"
Community,Community: Reply,"['Blind', 'meaning', 'Christi', 'knows', 'photographers']"
Community,Community: Reply,['Unbiased']
Action,Action: Promo,"['The', 'one', 'week', 'ends', '4PM', 'Roatan', 'time', 'That', 'start', 'count', '\\nOnly', 'hours', 'left']"
Information,Information,"['Final', 'count', 'LIKES=', '24']"
Community,Community: Reply,"['It', 'Goatee', 'Blenny', 'You', 'hardly', 'see', 'full', 'body', 'photo', 'taken', 'around', 'one', 'shy', 'guys']"
Information,Information,"['Final', 'count', 'LIKES=', '138']"
Community,Community: Thanks,"['As', 'voted', 'Friends', 'Members', 'Supporters', 'Roatan', 'Marine', 'Park', 'Goatee', 'Blenny', '2nd', 'place', 'BEST', 'FIND', 'category', 'Congratulations', 'alex', 'harper-brown']"
Information,Information,"['Final', 'count', 'LIKES=', '28']"
Information,Information,"['Final', 'count', 'LIKES=', '149']"
Community,Community: Thanks,"['As', 'voted', 'friends', 'members', 'supporters', 'Roatan', 'Marine', 'Park', 'year', 'BEST', 'FIND', 'Congratulations', 'Donna', 'Pieracini']"
Information,Information,"['Final', 'count', 'LIKES=19']"
Information,Information,"['Final', 'count', 'LIKES=', '6']"
Information,Information,"['Final', 'count', 'LIKES=', '36']"
Information,Information,"['Final', 'count', 'LIKES=', '82']"
Information,Information,"['Final', 'count', 'LIKES=', '39']"
Information,Information,"['Final', 'count', 'LIKES=', '20']"
Information,Information,"['Final', 'count', 'LIKES=', '97']"
Community,Community: Thanks,"['As', 'vote', 'supporter', 'member', 'friend', 'Flying', 'Gurnard', '3rd', 'Place', 'BEST', 'FIND', 'Category', 'Congratulations', 'Jennifer', 'Keck', 'Hutton']"
Information,Information,"['Final', 'count', 'LIKES=', '54']"
Information,Information,"['Final', 'count', 'LIKES=', '32']"
Information,Information,"['Final', 'count', 'LIKES=', '10']"
Information,Information,"['Final', 'count', 'LIKES=', '33']"
Information,Information,"['Final', 'count', 'LIKES=', '19']"
Information,Information,"['Final', 'count', 'LIKES=', '36']"
Information,Information,"['Final', 'count', 'LIKES=', '8']"
Information,Information,"['Final', 'count', 'LIKES=', '72']"
Community,Community: Response,"['J.c.', 'Martin', 'Cabrera', 'Deheza', 'We', 'received', 'photos', 'Please', 'contact', 'us', 'ASAP', 'feel', 'incorrect', 'Judges', 'given', 'photos', 'week']"
Community,Community: Reply,"['David', 'Garrison', 'Staubach', 'Yes']"
Community,Community: Thanks,"['Firstly', 'would', 'like', 'thank', 'supporters', 'small', 'big', 'The', 'reason', 'around', 'almost', '10', 'years', 'local', 'support', 'The', 'reason', '``', 'user', 'fee', ""''"", 'never', 'become', 'mandatory', 'law', 'would', 'tax', 'money', 'would', 'funneled', 'directly', 'Government', 'never', 'make', 'back', 'island', 'It', 'dive', 'shops', 'promote', 'sale', 'user', 'fee', 'customers', 'get', 'experience', 'healthy', 'coral', 'reef', 'far', 'superior', 'neighbors']"
Community,Community: Response,"['MANGROVES', 'best', 'natural', 'filters', 'need', 'restore', 'joint', 'efforts', 'reasons', 'video', 'shows']"
Community,Community: Reply,"['They', 'brand', 'new']"
Community,Community: Reply,"['Where', 'would', 'like', 'sent', 'I', ""'m"", 'sure', 'work', 'something']"
Information,Information,"['The', 'belly', 'meat', 'tender', 'part', 'fish', 'like', 'people', 'pay', 'big', 'bucks', 'otoro', 'tuna', 'belly', 'The', 'muscle', 'pectorals', 'almost', 'soft', 'shell', 'crab', 'taste', 'taste', 'great', 'deep', 'fried', 'These', 'parts', 'discarded', 'people', 'fillet', 'fish', 'ensures', 'nothing', 'goes', 'waste']"
Community,Community: Response,"['How', 'many', 'baby', 'turtles', 'see']"
Community,Community: Thanks,"['Thanks', 'It', 'amazing', 'collaboration', 'We', 'beyond', 'proud', 'community', 'Flower', 'Bay', 'look', 'forward', 'working', 'years', 'come']"
Information,Information,"['We', 'let', 'everyone', 'know', 'Tyll', 'Dive', 'Roatan']"
Information,Information,"['There', '6', 'eggs', 'left', 'one', 'nests', 'found', 'It', 'days', 'since', 'main', 'hatching', 'occurred', 'yet', 'one', 'baby', 'turtle', 'still', 'nest', 'miracle', 'turtle', '.Knowing', 'unlikely', 'hood', 'survival', 'still', 'egg', 'made', 'decision', 'investigate', 'contents', 'remaining', 'eggs', 'hopefully', 'save', 'hatchlings', '\\nUnfortunately', 'babies', 'found', 'eggs', 'rotten']"
Information,Information,"['They', 'happy', 'get', 'sargassum', 'They', 'immediately', 'started', 'lounging', 'floating', 'temporary', 'home']"
Community,Community: Response,"['Just', 'hint', 'There', '10', 'baby', 'turtles', 'photo', '~']"
Action,Action: Help,"['There', 'little', 'known', 'nesting', 'beaches', 'island', 'starting', 'campaign', 'heavy', 'research', 'Complete', 'opportunity', 'volunteers', 'camp', 'nesting', 'sites', 'monitor', 'activity', 'hope', 'adding', 'alterations', 'management', 'plan', 'update', '\\nWe', 'looking', 'turtle', 'guru', 'work', 'consultant', 'one', 'community', 'experience', 'help', 'us', 'community', 'development']"
Community,Community: Reply,"['These', 'turtles', 'found', 'washed', 'beach', 'months', 'ago', 'winds/currents', 'changed', 'like', 'last', 'days', 'This', 'alert', 'people', 'walking', 'beach', 'keep', 'eyes', 'open', '\\nRaymond', 'Cass', 'sorry', 'Maya', 'Key', 'coxen', 'hole', 'They', 'run', 'animal', 'rescue', 'would', 'happy', 'daughter', 'come']"
Community,Community: Reply,"['Eric', 'George', 'The', 'program', 'would', 'community', 'based', 'meaning', 'would', 'board', 'help', 'said', 'campers', 'This', 'would', 'include', 'night', 'guards', 'Plus', 'money', 'generated', 'would', 'stay', 'community', 'We', 'would', 'catalyst', '\\nThose', 'kids', 'great', 'It', 'awesome', 'support', 'take', 'Maya', 'Key', 'turtles', 'taken', 'couple', 'months', 'take', 'back']"
Community,Community: Reply,"['Not', 'sure', 'ask', 'Bay', 'Islands', 'Coastal', 'Clean', 'Up']"
Community,Community: Response,"['Not', 'moment', 'We', 'still', 'gathering', 'information', 'If', 'get', 'chance', 'please', 'ask', 'around', 'locals', 'watchmen', 'see', 'seen', 'turtles', 'come', 'beach', 'last', '2-3', 'months']"
Community,Community: Reply,"['That', 'would', 'great', 'help']"
Community,Community: Reply,['6']
Community,Community: Reply,"['He', 'one', ""'ll"", 'send', 'private', 'message']"
Community,Community: Response,"['How', 'It', 'would', 'great']"
Community,Community: Reply,"['Anyone', 'come']"
Community,Community: Thanks,"['Roatan', 'Splash', 'Inn', 'Roatan', '-', 'Las', 'Rocas', 'Resort', '&', 'Dive', 'Center', 'Barefoot', 'Divers', 'Roatan', 'Scuba', 'Roatan', 'Roatan', 'Oasis', 'Roatan', 'Travel', 'Guide', 'Port', 'Roat\\xe0n', 'Infinity', 'Divers', 'Aqua', 'Center', 'Sundowners', 'Reef', 'Gliders', 'Dive', 'Center', 'Ocean', 'Connections', 'Tyll', 'Dive', 'West', 'End', 'Divers', 'Coconut', 'Tree', 'Divers', '&', 'Go', 'Pro', 'Caribbean', 'Quality', 'Time', 'Divers']"
Community,Community: Thanks,"['Coco', 'View', 'Resort', 'Roatan', 'Honduras', 'BananaramaDive', 'Beach', 'Front', 'Resort', 'Bananarama', 'Dive', 'Center', 'Mayan', 'Divers', 'Anemona', 'Divers', 'Roatan', 'Hammerhead', 'Dive', 'Center', 'Anthony', 'Key', 'Resort', 'Octopus', 'Dive', 'School', 'Tranquil', 'Seas', 'Tranquil', 'Seas', 'Ecolodge', 'Subway', 'Watersports', 'Roatan', 'WEST', 'BAY', 'Divers', 'Seagrape', 'Dive', 'Roatan', 'Native', 'Sons', 'Dive', 'Shop']"
Community,Community: Reply,"['Christian', 'Dustin', 'coming', 'shops', 'today', 'tomorrow', 'Friday', 'let', 'know', 'meeting', 'well', '\\nSee', 'soon']"
Community,Community: Response,"['3351-8591', 'Giaco', '3289-1213', 'Christi', 'office', '2445-4206', '&', '2445-4208']"
Community,Community: Reply,"['Thanks', 'update', 'Czar', 'Gnzz', 'You', 'absolutely', 'correct']"
Community,Community: Response,[]
Information,Information,"['I', 'guess', 'official', ""'re"", 'giving', 'bags', 'two', 'staff', 'members', 'automatically', 'given', 'check']"
Community,Community: Reply,"['We', 'shortly']"
Community,Community: Reply,"['Where', 'located', 'I', 'driving', 'Turquoise', 'Bay', 'today', 'way', 'would', 'happy', 'deliver']"
Action,Action: Sell,"['We', 'bags', 'sale', 'Eco-store', 'Unfortunately', 'supermarkets', 'started', 'giving', 'plastic', 'The', 'municipality', 'yet', 'decide', 'sanctions', 'using', 'plastic', 'The', 'fight', 'continues', 'I', 'coming', 'way', 'check', 'mangroves', 'Thursday', 'would', 'like', 'bring', 'couple', '\\n~Christi']"
Community,Community: Reply,"['Sorry', 'email', 'used', 'photo', 'submissions', 'checked', 'regularly', 'since', 'We', 'updating', 'everyone', 'soon', 'Winners', 'announcement', 'party', 'soon']"
Action,Action: Promo,"['It', 'set', 'It', 'rather', 'short', 'notice', 'figure', 'better', 'two', 'weeks', '\\nWe', 'announcing', 'winners', 'Sunday', 'tomorrow', 'Bananarama', 'Presentation', 'hour', 'starting', '6:30pm', '\\nFree', 'shuttle', 'leaving', 'entrance', 'West', 'End', '6pm', 'coming', 'back', 'intervals', 'starting', '7:30', '\\nThere', 'also', 'crab', 'races', 'presentation', 'live', 'music', '\\nA', 'portion', 'proceeds', 'donated', 'Roatan', 'Marine', 'Park', '\\nCome', 'West', 'Bay', 'great', 'night']"
Action,Action: Promo,"['Perfect', 'way', 'start', 'day', 'Keep', 'eyes', 'open', 'sides', 'island', 'Then', 'come', 'Banarama', 'announcement', 'winners', '2014', 'photo', 'competition', 'FREE', 'Shuttle', 'West', 'End', 'entrance', '6', 'presentation', 'starts', '6:30']"
Community,Community: Reply,"['Sorry', 'known', 'coming', 'would', 'put', 'request', '\\nMaybe', 'next', 'trip', 'week', 'longer']"
Community,Community: Thanks,"['It', 'amazing', 'Goliath', 'grouper', 'population', 'rise', 'keys', '\\nHowever', 'Roatan', 'protecting', 'entire', 'reef', 'ecosystems', 'That', 'people', 'continue', 'come', 'diving', 'Only', 'protect', 'future', '8000strong']"
Community,Community: Reply,"['The', 'conch', 'still', 'alive', 'relocated', 'Mic', 'Campbell', 'The', 'legalities', 'arresting', 'people', 'actually', 'imprisoning', 'sadly', 'inadequate', 'Pretty', 'much', 'serious', 'crime', 'results', 'perpetrator', 'spending', '24hrs', 'hill', 'We', 'spent', 'days', 'trying', 'prosecute', 'people', 'unfortunately', 'little', 'ever', 'happens', 'result', 'await', 'day', '24hrs', 'jail', 'becomes', 'minimum', 'time', 'incarceration']"
Community,Community: Reply,"['Aaron', 'Thacker', 'Any', 'spears', 'illegal', 'within', 'Bay', 'Islands', 'National', 'Marine', 'Park', 'order', 'protect', 'vulnerable', 'species', 'become', 'used', 'snorkelers', 'divers', 'We', 'many', 'visitors', 'year', 'groupers', 'snappers', 'longer', 'swim', 'away', '\\nThe', 'lionfish', 'licensing', 'workshop', 'simple', 'evaluation', 'good', 'buoyancy', 'common', 'sense', 'It', 'also', 'used', 'share', 'cleaning', 'techniques', 'offer', 'opportunities', 'local', 'communities', 'sell', 'catch']"
Community,Community: Reply,"['Peter', 'Hohaus', 'used', 'stronger', 'bigger', 'slings', 'would', 'much', 'temptation', 'spear', 'things']"
Information,Information,"['We', 'post', 'recent', 'account', 'see', 'funds', 'used', 'throughout', 'conservation', 'projects']"
Community,Community: Reply,"['Charles', 'Crouch', 'octopus', 'conch', 'shell']"
Community,Community: Reply,"['Roatan', 'Best', 'Island', 'Tours', 'hunting', 'day', 'Donna', 'Pieracini', 'definitely', 'right', 'place', 'right', 'time']"
Community,Community: Reply,"['This', 'spinyhead', 'blenny', 'living', 'abandoned', 'worm', 'hole', 'inside', 'fire', 'coral', 'Dyah', 'Ayu', 'Hadiati']"
Community,Community: Thanks,"['I', 'making', 'petition', 'next', 'couple', 'days', 'checking', 'validity', 'online', 'one', 'Thanks', 'support']"
Community,Community: Reply,"['Clay', 'Fowler', 'I', 'give', 'bit', 'background', 'There', 'Acuerdo', '002-2004', 'art', '35', 'states', 'plastics', 'bottles', 'bags', 'packaging', 'shall', 'introduced', 'The', 'Bay', 'Islands', 'without', 'necessary', 'removal', 'efforts', 'place', 'As', 'June', 'year', '4', 'biggest', 'supermarkets', 'ban', 'plastic', 'bags', 'They', 'slowly', 'surely', 'bringing', 'back', 'municipal', 'sanctions', 'place', 'even', 'though', 'Acuerdo', 'since', '2004', '\\nWe', 'RMP', 'want', 'show', 'municipality', 'support', 'initiative', 'communities', '\\nSo', 'I', 'ask', 'would', 'sign', 'petition', 'save', 'ecosystems']"
Action,Action: Lobby,"['Here', 'There', 'another', 'post', 'page', 'well', 'Fingers', 'crossed', 'listen']"
Information,Information,"['The', 'species', 'guide', 'due', 'fishery', 'sustainability', 'within', 'Bay', 'Islands', 'The', 'tuna', 'fishery', 'sustainable', 'caught', 'rod', 'reel', 'seasonal']"
Community,Community: Reply,"['Sherri', 'Visker', 'We', 'know', 'article', 'says', 'operation', 'success', 'Vernon', 'Albert', 'great', 'idea', 'Most', 'people', 'see', 'correlation', 'everyday', 'actions', 'land', 'effects', 'sea', 'life']"
Community,Community: Thanks,"['For', 'record', 'THIS', 'IS', 'NOT', 'ON', 'ROATAN', 'If', 'would', 'see', 'us', 'taking', 'photos', 'videos', '\\nKate', 'Rister', 'Thank', 'clarifying', 'common', 'misconceptions', 'Your', 'passion', 'shows', 'words']"
Community,Community: Thanks,"['Thank', 'Eric', 'Addicott', 'prize', 'winning', 'photo', 'He', 'came', '3rd', 'place', 'Divers', 'category', 'Photo', 'Competition', 'Check', 'photo', 'others', '2015', 'calendar']"
Information,Information,"['Turtle', 'meat', 'still', 'consumed', 'throughout', 'island', 'people', 'use', 'nets', 'spears', 'catch', 'This', 'net', 'likely', 'Crawfish', 'Rock', 'numerous', 'reports', 'community', 'members', 'There', 'undoubtedly', 'dozens', 'turtle', 'nets', 'used', 'around', 'Roatan', 'ask', 'boat', 'owners', 'keep', 'look', 'lines', 'small', 'floats', 'inside', 'lagoons', 'indicating', 'net', 'One', 'imagine', 'many', 'turtles', 'sadly', 'died', 'net', 'thankfully', 'destroyed', 'longer', 'kill', 'hawksbill', 'green', 'turtles']"
Information,Information,"['We', 'found', 'progagules', 'sprouting', 'Nuna', 'Academy']"
Community,Community: Response,"['It', 'camera', 'No', 'one', 'notice', 'How', 'feel', 'Coral', 'Reef', 'Alliance', 'suggestion']"
Community,Community: Thanks,"['Photo', 'week', 'Juvenile', 'Threespot', 'Damselfish', 'Kal', 'Lin', 'Fish', 'Den']"
Community,Community: Reply,"['Wow', 'pessimists', 'top', 'pessimists', '\\nThis', 'post', 'serve', 'motivation', 'innovation', 'To', 'wait', 'plastic', 'create', 'alternatives', 'We', 'never', 'free', 'soda', 'never', 'free', 'plastic', 'problems', 'realistic', 'solutions']"
Community,Community: Response,"['There', 'normally', 'couple', 'course', 'directors', 'resorts', 'wo', 'anyone', 'Roatan', 'Marine', 'Park', 'We', 'open', 'representing', 'possibility']"
Community,Community: Thanks,"['Thank', 'Jennifer', 'Keck', 'shot', 'It', 'earned', '3rd', 'place', 'Best', 'Find', 'category', 'beautiful', 'Flying', 'Gurnard']"
Community,Community: Response,"['Contact', 'Christi', '3289', '1213', 'local', 'distribution', 'We', 'deliver', 'business']"
